#grainID x y area perimeter subBoundaryLength diameter equivalentPerimeter shapeFactor isBoundary hasHole isInclusion numNeighbors phi1 Phi phi2
30 -4.797766e+02 -2.999991e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 2 3.459118e+02 3.180317e+01 1.657143e+02
31 -6.294275e+02 -5.424701e-01 2.589770e+01 2.917682e+01 0.000000e+00 1.101511e+01 1.803996e+01 1.617344e+00 1 0 0 4 3.289951e+02 7.803194e+01 1.406862e+02
32 -7.035080e+02 -1.116573e+00 2.016568e+01 1.878455e+01 0.000000e+00 6.550115e+00 1.591884e+01 1.180020e+00 1 0 0 2 1.339692e+02 4.602194e+01 9.764735e+01
33 -1.360348e+01 -1.169272e+00 1.144711e+02 7.043651e+01 0.000000e+00 2.722079e+01 3.792737e+01 1.857142e+00 1 0 0 5 1.290660e+02 6.640361e+01 4.989922e+01
34 -3.117682e+01 -3.999988e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 2.438004e+02 1.139854e+02 4.392925e+01
35 -1.229752e+02 -4.999984e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 3 1.270952e+02 3.707094e+01 9.853843e+01
36 -1.285666e+02 -9.930311e-01 7.480636e+01 5.804425e+01 0.000000e+00 2.078512e+01 3.066014e+01 1.893150e+00 1 0 0 7 2.496501e+02 1.716325e+01 1.737536e+01
37 -2.009173e+02 -3.999988e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 2 9.626837e+00 4.269395e+01 1.458378e+02
38 -3.585334e+02 -4.999984e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 2 7.027728e+01 5.697721e+01 3.021608e+02
39 -3.758539e+02 -1.494170e+00 5.641417e+01 5.342546e+01 0.000000e+00 1.424440e+01 2.662558e+01 2.006547e+00 1 0 0 7 2.283022e+02 1.429954e+02 7.604556e+01
40 -4.226191e+02 -3.999988e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 8.626223e+01 1.172575e+02 2.408715e+00
41 -5.577186e+02 -3.999988e+00 1.039224e+01 1.616576e+01 0.000000e+00 6.110082e+00 1.142772e+01 1.414609e+00 0 0 1 1 7.659435e+01 6.230610e+01 5.512290e+01
42 -6.044838e+02 -4.999984e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 1.148230e+02 4.953507e+01 2.770182e+02
43 -6.356607e+02 -4.999984e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 2 2.938792e+02 1.577221e+02 2.620142e+02
44 -6.508631e+02 -2.364304e+00 1.554691e+01 2.340334e+01 0.000000e+00 8.217217e+00 1.397742e+01 1.674368e+00 1 0 0 4 3.495079e+02 8.759097e+01 1.301521e+02
45 -6.538890e+02 -2.187252e+00 2.305242e+01 2.224864e+01 0.000000e+00 8.217217e+00 1.702014e+01 1.307195e+00 1 0 0 3 3.053229e+02 7.202925e+01 1.720292e+02
46 -6.579438e+02 -2.606154e+00 2.998058e+01 2.686743e+01 0.000000e+00 8.217217e+00 1.940997e+01 1.384208e+00 1 0 0 4 3.207830e+02 1.178286e+02 1.364372e+02
47 -6.732120e+02 -1.838041e+00 1.612426e+01 2.224864e+01 0.000000e+00 8.217217e+00 1.423458e+01 1.562999e+00 1 0 0 3 3.273473e+01 9.772887e+01 3.417924e+02
48 -6.774778e+02 -1.300951e+00 3.224851e+01 2.571273e+01 0.000000e+00 8.438793e+00 2.013074e+01 1.277287e+00 1 0 0 3 2.604269e+02 9.075427e+01 3.222754e+02
49 -6.864203e+02 -1.651437e+00 6.222909e+01 4.072379e+01 0.000000e+00 1.446831e+01 2.796415e+01 1.456286e+00 1 0 0 7 1.770968e+01 7.765950e+01 3.132428e+02
50 -2.078454e+01 -5.999981e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 4 1.776713e+02 3.769833e+01 2.958462e+02
51 -2.338261e+01 -5.499983e+00 1.385632e+01 1.616576e+01 0.000000e+00 5.773485e+00 1.319559e+01 1.225088e+00 0 0 0 6 7.217063e+01 5.957518e+01 3.141215e+02
52 -5.691006e+01 -4.571414e+00 2.424856e+01 2.771273e+01 0.000000e+00 1.006641e+01 1.745613e+01 1.587564e+00 0 0 0 4 3.575622e+02 8.667763e+01 1.406696e+02
53 -1.905250e+02 -5.749982e+00 2.771264e+01 2.540333e+01 0.000000e+00 9.237575e+00 1.866139e+01 1.361278e+00 0 0 0 4 1.957218e+02 8.493410e+01 5.195976e+01
54 -2.097181e+02 -2.693110e+00 1.965851e+02 9.068516e+01 0.000000e+00 3.445137e+01 4.970272e+01 1.824551e+00 1 0 0 10 2.753257e+02 2.164279e+01 3.585407e+02
55 -2.355545e+02 -2.485633e+00 3.917667e+01 3.264091e+01 0.000000e+00 1.183812e+01 2.218803e+01 1.471105e+00 1 0 0 3 3.504164e+02 6.574647e+01 1.519137e+02
56 -3.470906e+02 -2.620023e+00 5.303299e+01 3.725970e+01 0.000000e+00 1.227167e+01 2.581535e+01 1.443316e+00 1 0 0 4 1.478817e+02 5.313952e+01 7.252929e+01
57 -3.638793e+02 -2.360965e+00 8.012683e+01 3.956910e+01 0.000000e+00 1.285816e+01 3.173174e+01 1.246988e+00 1 0 0 5 7.013672e+01 2.047582e+01 8.448762e+01
58 -4.780445e+02 -5.999981e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 1.658913e+02 1.478500e+02 1.041328e+02
59 -4.900010e+02 -2.344926e+00 1.579028e+02 6.612713e+01 0.000000e+00 2.574084e+01 4.454509e+01 1.484498e+00 1 0 0 6 1.401036e+02 2.372140e+01 1.178740e+02
60 -5.880294e+02 -6.499980e+00 6.928160e+00 1.154697e+01 0.000000e+00 4.163319e+00 9.330693e+00 1.237525e+00 0 0 1 1 2.719130e+01 1.471649e+02 1.923791e+02
61 -6.079479e+02 -6.999978e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 2 1.953225e+02 8.841541e+01 7.909854e+01
62 -6.200723e+02 -1.586969e+00 4.086726e+01 3.495031e+01 0.000000e+00 1.039342e+01 2.266171e+01 1.542263e+00 1 0 0 4 1.052625e+02 7.859148e+01 1.871221e+00
63 -6.424832e+02 -2.689191e+00 1.135715e+02 4.996137e+01 0.000000e+00 1.628900e+01 3.777805e+01 1.322497e+00 1 0 0 7 3.342665e+02 4.132503e+01 1.738342e+02
64 -6.616413e+02 -5.999981e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 3 1.269720e+02 6.344648e+01 8.041806e+01
65 -6.668375e+02 -6.999978e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 2 1.270024e+02 6.370374e+01 8.053781e+01
66 -6.644636e+02 -2.520900e+00 6.053850e+01 3.841440e+01 0.000000e+00 1.232199e+01 2.758168e+01 1.392750e+00 1 0 0 5 1.008665e+02 1.966915e+01 2.311698e+01
67 -6.703934e+02 -3.268404e+00 3.344466e+01 3.148622e+01 0.000000e+00 1.000706e+01 2.050068e+01 1.535862e+00 1 0 0 4 3.494146e+02 3.775342e+01 1.812817e+02
68 -9.239690e+00 -5.505477e+00 1.050771e+02 6.288953e+01 0.000000e+00 2.218852e+01 3.633783e+01 1.730690e+00 1 0 0 4 3.273982e+02 6.881319e+01 1.839270e+02
69 -2.424864e+01 -7.999975e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 3 3.323837e+02 8.426719e+01 1.656507e+02
70 -1.212432e+02 -5.666649e+00 2.078448e+01 2.540333e+01 0.000000e+00 9.237575e+00 1.616123e+01 1.571868e+00 0 0 0 4 2.618551e+02 1.104965e+02 7.732496e+01
71 -1.420277e+02 -7.999975e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 2.817761e+02 1.275868e+02 8.305883e+01
72 -1.541520e+02 -8.999972e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 2.816632e+02 1.275146e+02 8.327884e+01
73 -1.576161e+02 -8.999972e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 2.818952e+02 1.274487e+02 8.362147e+01
74 -1.610802e+02 -8.999972e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 2.818666e+02 1.274911e+02 8.382831e+01
75 -1.645443e+02 -8.999972e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 2.817319e+02 1.278154e+02 8.334187e+01
76 -1.714725e+02 -8.999972e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 2.818918e+02 1.275679e+02 8.344042e+01
77 -3.191300e+02 -2.991300e+00 8.994173e+01 4.534258e+01 0.000000e+00 1.474218e+01 3.361906e+01 1.348717e+00 1 0 0 6 6.086538e-01 1.103809e+02 1.557698e+02
78 -3.602654e+02 -7.999975e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 2.503465e+02 1.230874e+02 3.276379e+02
79 -3.654616e+02 -7.999975e+00 6.928160e+00 1.154697e+01 0.000000e+00 4.163319e+00 9.330693e+00 1.237525e+00 0 0 0 2 1.790897e+02 6.340872e+01 5.239335e+01
80 -3.962014e+02 -2.935178e+00 1.170356e+02 6.843652e+01 0.000000e+00 2.613827e+01 3.834987e+01 1.784531e+00 1 0 0 4 6.417293e+00 5.497378e+01 1.880297e+02
81 -4.289591e+02 -4.402188e+00 1.702758e+02 8.113819e+01 0.000000e+00 2.685757e+01 4.625742e+01 1.754058e+00 1 1 0 8 1.316084e+02 5.877939e+01 2.738530e+02
82 -4.763125e+02 -8.999972e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 3.457170e+02 3.197276e+01 1.660036e+02
83 -5.001281e+02 -6.749979e+00 1.385632e+01 1.847515e+01 0.000000e+00 6.110082e+00 1.319559e+01 1.400100e+00 0 0 0 4 1.324104e+01 6.913669e+01 3.414070e+02
84 -5.040252e+02 -8.999972e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 2 2.257797e+02 7.470281e+01 3.431290e+02
85 -5.098015e+02 -3.612536e+00 1.637592e+02 6.150834e+01 0.000000e+00 1.947335e+01 4.536363e+01 1.355895e+00 1 0 0 6 1.790181e+02 8.747066e+01 4.412270e+01
86 -6.031562e+02 -2.554353e+00 7.488926e+01 5.342546e+01 0.000000e+00 1.824167e+01 3.067713e+01 1.741540e+00 1 1 0 7 2.561401e+02 9.703962e+01 1.932293e+02
87 -6.162598e+02 -4.181762e+00 3.690874e+01 3.610501e+01 0.000000e+00 1.344468e+01 2.153622e+01 1.676478e+00 1 0 0 3 5.683718e+01 6.434692e+01 5.506294e+01
88 -6.451869e+02 -7.499977e+00 2.078448e+01 3.002212e+01 0.000000e+00 1.101511e+01 1.616123e+01 1.857663e+00 0 0 0 4 3.031757e+02 8.220392e+01 1.645314e+02
89 -6.754977e+02 -5.999981e+00 1.732040e+01 2.540333e+01 0.000000e+00 1.006641e+01 1.475312e+01 1.721896e+00 0 0 0 6 1.129841e+02 5.517614e+01 2.719979e+02
90 -5.196136e+00 -1.099997e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 4 2.291820e+02 1.085268e+02 5.294703e+00
91 -2.663501e+00 -8.319974e+00 2.886733e+01 2.824862e+01 0.000000e+00 1.053562e+01 1.904620e+01 1.483163e+00 1 0 0 5 9.962743e+01 5.720044e+01 2.061532e+00
92 -3.662720e+01 -5.134541e+00 1.887924e+02 1.050774e+02 0.000000e+00 2.722735e+01 4.870765e+01 2.157309e+00 0 1 0 11 2.716191e+02 1.405906e+02 9.516722e+01
93 -5.080667e+01 -6.499980e+00 4.156896e+01 3.695030e+01 0.000000e+00 1.285816e+01 2.285544e+01 1.616696e+00 0 0 0 5 1.649255e+02 4.674569e+01 8.115509e+01
94 -2.996137e+02 -5.579693e+00 6.639487e+01 4.272379e+01 0.000000e+00 1.501106e+01 2.888499e+01 1.479100e+00 0 0 0 5 3.552753e+02 1.063266e+02 3.568950e+02
95 -3.393158e+02 -4.523015e+00 1.245825e+02 5.458016e+01 0.000000e+00 1.909055e+01 3.956703e+01 1.379435e+00 1 0 0 5 1.776878e+02 1.180203e+02 2.499132e+02
96 -3.853801e+02 -6.833312e+00 2.078448e+01 2.771273e+01 0.000000e+00 9.451602e+00 1.616123e+01 1.714766e+00 0 0 0 5 1.153046e+02 7.292379e+01 2.550075e+02
97 -3.999450e+02 -7.090887e+00 1.143146e+02 6.466303e+01 0.000000e+00 2.318038e+01 3.790145e+01 1.706083e+00 0 0 0 5 2.118780e+02 8.305605e+01 2.155600e+02
98 -4.485998e+02 -1.099997e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 3 1.635686e+02 5.708550e+01 6.505191e+01
99 -4.470972e+02 -4.347714e+00 1.176544e+02 4.996137e+01 0.000000e+00 1.526659e+01 3.845112e+01 1.299348e+00 1 0 0 8 2.526069e+01 6.812502e+01 1.805819e+02
100 -5.178816e+02 -1.099997e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 3 3.077305e+02 1.372606e+02 3.053395e+02
101 -5.416382e+02 -3.592283e+00 1.585216e+02 7.998349e+01 0.000000e+00 2.085429e+01 4.463229e+01 1.792054e+00 1 0 0 6 2.002103e+02 4.330141e+01 4.764678e+01
102 -5.516565e+02 -9.499970e+00 1.385632e+01 2.078454e+01 0.000000e+00 8.082879e+00 1.319559e+01 1.575113e+00 0 0 0 3 2.002457e+02 4.338638e+01 4.746770e+01
103 -6.096800e+02 -9.999969e+00 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 3 1.954044e+02 8.846239e+01 2.588079e+02
104 -6.385474e+02 -9.333304e+00 1.039224e+01 1.616576e+01 0.000000e+00 5.773485e+00 1.142772e+01 1.414609e+00 0 0 0 4 3.129507e+01 9.302637e+01 3.380331e+02
105 -7.079774e+02 -4.098838e+00 5.591972e+01 4.303319e+01 0.000000e+00 1.376148e+01 2.650864e+01 1.623365e+00 1 0 0 4 6.763527e+01 5.038449e+01 1.453116e+00
106 -7.253865e-01 -1.146150e+01 1.501101e+01 1.670165e+01 0.000000e+00 6.082744e+00 1.373441e+01 1.216045e+00 1 0 0 2 3.238860e+02 1.239241e+02 3.520111e+02
107 -5.196136e+00 -1.299996e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 4 3.385327e+02 3.461410e+01 1.680869e+02
108 -4.099174e+01 -9.166638e+00 4.156896e+01 3.695030e+01 0.000000e+00 1.331661e+01 2.285544e+01 1.616696e+00 0 0 0 4 2.007963e+02 5.015623e+01 3.545132e+02
109 -9.699454e+01 -1.199996e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 2 3.024553e+02 1.355853e+02 3.239246e+02
110 -2.805914e+02 -1.199996e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 2 3.166669e+02 1.439493e+02 2.796544e+02
111 -3.706577e+02 -1.099997e+01 6.928160e+00 1.154697e+01 0.000000e+00 4.163319e+00 9.330693e+00 1.237525e+00 0 0 0 2 3.286222e+02 1.240840e+02 3.538245e+02
112 -4.131017e+02 -5.234893e+00 1.320880e+02 6.035364e+01 5.773485e+00 2.022542e+01 4.074147e+01 1.481381e+00 1 0 0 6 3.503995e+02 8.183207e+01 1.662917e+02
113 -4.460017e+02 -1.149996e+01 6.928160e+00 1.154697e+01 0.000000e+00 4.163319e+00 9.330693e+00 1.237525e+00 0 0 0 5 1.911146e+02 9.721498e+01 2.754607e+02
114 -4.745804e+02 -1.199996e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 3.459055e+02 3.168170e+01 1.663062e+02
115 -5.121081e+02 -1.011108e+01 3.117672e+01 3.002212e+01 0.000000e+00 1.101511e+01 1.979339e+01 1.516775e+00 0 0 0 6 4.631185e+01 1.046635e+02 1.668806e+01
116 -5.144175e+02 -1.299996e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 5 3.080129e+02 1.371884e+02 3.053349e+02
117 -5.170156e+02 -1.249996e+01 6.928160e+00 1.154697e+01 0.000000e+00 4.163319e+00 9.330693e+00 1.237525e+00 0 0 0 6 2.379910e+02 9.823877e+01 3.575228e+02
118 -5.322849e+02 -8.684183e+00 6.581752e+01 3.925970e+01 0.000000e+00 1.101511e+01 2.875913e+01 1.365121e+00 0 0 0 5 4.761579e+01 4.077677e+01 2.528649e+02
119 -5.352020e+02 -1.299996e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 2 4.534273e+01 5.389929e+01 1.555197e+02
120 -5.395321e+02 -1.249996e+01 6.928160e+00 1.154697e+01 0.000000e+00 4.163319e+00 9.330693e+00 1.237525e+00 0 0 0 2 4.505545e+01 5.350164e+01 1.555646e+02
121 -5.438623e+02 -1.199996e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 3 4.529518e+01 5.368443e+01 1.555981e+02
122 -5.473263e+02 -1.199996e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 3 4.510324e+01 5.345410e+01 1.554463e+02
123 -5.975557e+02 -1.099997e+01 1.039224e+01 1.616576e+01 0.000000e+00 6.110082e+00 1.142772e+01 1.414609e+00 0 0 0 3 1.147440e+02 4.957702e+01 2.771385e+02
124 -6.009652e+02 -6.753260e+00 7.332303e+01 5.888954e+01 0.000000e+00 2.138529e+01 3.035464e+01 1.940051e+00 0 0 0 7 1.150052e+02 4.953259e+01 9.706049e+01
125 -6.102573e+02 -7.222200e+00 3.117672e+01 3.464091e+01 0.000000e+00 1.270167e+01 1.979339e+01 1.750125e+00 0 0 0 6 5.689050e+01 6.434014e+01 3.250372e+02
126 -6.135022e+02 -6.355245e+00 6.462138e+01 4.996137e+01 0.000000e+00 1.712827e+01 2.849660e+01 1.753240e+00 1 0 0 5 1.052244e+02 7.870126e+01 1.854429e+00
127 -6.301181e+02 -5.999981e+00 1.039224e+02 5.773485e+01 0.000000e+00 1.921799e+01 3.613762e+01 1.597638e+00 0 0 0 7 7.927024e+01 8.871339e+01 2.117204e+02
128 -7.005599e+02 -4.983416e+00 9.113787e+01 5.342546e+01 0.000000e+00 1.901806e+01 3.384187e+01 1.578679e+00 1 0 0 6 1.199955e+02 3.609660e+01 8.359097e+01
129 -7.189363e+02 -1.199996e+01 8.082853e+00 1.208287e+01 0.000000e+00 4.358885e+00 1.007830e+01 1.198899e+00 1 0 0 2 3.385383e+02 9.099294e+01 1.296938e+02
130 -7.794204e+01 -1.499995e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 2 2.818987e+02 1.084323e+02 1.154481e+02
131 -8.400420e+01 -9.499970e+00 3.464080e+01 4.387848e+01 0.000000e+00 1.724330e+01 2.086406e+01 2.103065e+00 0 0 0 2 3.404576e+02 1.521908e+02 3.275070e+02
132 -2.095775e+02 -1.199996e+01 1.385632e+01 2.078454e+01 0.000000e+00 8.082879e+00 1.319559e+01 1.575113e+00 0 0 0 2 1.436142e+02 2.554706e+01 3.368434e+02
133 -3.842476e+02 -9.999969e+00 4.503304e+01 4.156909e+01 0.000000e+00 1.474218e+01 2.378869e+01 1.747431e+00 0 0 0 6 3.805747e+01 3.876883e+01 2.415199e+02
134 -4.506782e+02 -1.339996e+01 1.732040e+01 1.847515e+01 0.000000e+00 6.110082e+00 1.475312e+01 1.252288e+00 0 0 0 5 7.385068e+01 4.559317e+01 1.184228e+01
135 -4.936329e+02 -1.499995e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 1 1 2.995721e+02 8.415432e+01 3.537298e+02
136 -5.144175e+02 -1.499995e+01 3.464080e+00 6.928182e+00 0.000000e+00 2.309394e+00 6.597796e+00 1.050075e+00 0 0 0 3 2.380915e+02 9.834591e+01 3.576334e+02
137 -5.241698e+02 -5.607176e+00 1.718835e+02 6.266303e+01 0.000000e+00 1.901806e+01 4.647528e+01 1.348309e+00 1 0 0 8 3.476656e+02 4.739696e+01 1.273837e+02
138 -5.992877e+02 -9.818151e+00 3.810488e+01 4.156909e+01 0.000000e+00 1.527520e+01 2.188241e+01 1.899657e+00 0 0 0 5 2.561381e+02 9.702261e+01 1.933804e+02
