# Depth(nm)	Force(mN)
3.320e+00	8.193e-03
6.546e+00	5.466e-02
1.420e+01	1.002e-01
2.073e+01	1.465e-01
2.689e+01	1.908e-01
3.229e+01	2.414e-01
3.792e+01	2.862e-01
4.233e+01	3.317e-01
4.750e+01	3.771e-01
5.397e+01	4.227e-01
6.013e+01	4.689e-01
6.337e+01	5.146e-01
6.822e+01	5.613e-01
7.297e+01	6.068e-01
7.719e+01	6.524e-01
7.988e+01	6.977e-01
8.120e+01	7.424e-01
8.365e+01	7.882e-01
8.671e+01	8.334e-01
9.013e+01	8.793e-01
9.378e+01	9.239e-01
9.663e+01	9.685e-01
9.932e+01	1.014e+00
1.017e+02	1.059e+00
1.048e+02	1.104e+00
1.093e+02	1.149e+00
1.124e+02	1.194e+00
1.140e+02	1.238e+00
1.182e+02	1.283e+00
1.213e+02	1.329e+00
1.228e+02	1.374e+00
1.268e+02	1.418e+00
1.300e+02	1.463e+00
1.319e+02	1.508e+00
1.336e+02	1.553e+00
1.362e+02	1.598e+00
1.375e+02	1.644e+00
1.382e+02	1.689e+00
1.406e+02	1.734e+00
1.437e+02	1.778e+00
1.463e+02	1.824e+00
1.478e+02	1.868e+00
1.498e+02	1.913e+00
1.555e+02	1.959e+00
1.573e+02	2.004e+00
1.590e+02	2.049e+00
1.619e+02	2.094e+00
1.631e+02	2.139e+00
1.642e+02	2.184e+00
1.652e+02	2.229e+00
1.673e+02	2.274e+00
1.695e+02	2.319e+00
1.715e+02	2.363e+00
1.730e+02	2.408e+00
1.734e+02	2.453e+00
1.737e+02	2.499e+00
1.746e+02	2.545e+00
1.763e+02	2.590e+00
1.781e+02	2.636e+00
1.789e+02	2.681e+00
1.797e+02	2.726e+00
1.817e+02	2.770e+00
1.829e+02	2.815e+00
1.849e+02	2.862e+00
1.864e+02	2.907e+00
1.872e+02	2.953e+00
1.874e+02	2.998e+00
1.878e+02	3.043e+00
1.881e+02	3.088e+00
1.884e+02	3.133e+00
1.896e+02	3.179e+00
1.905e+02	3.224e+00
1.908e+02	3.270e+00
1.915e+02	3.316e+00
1.925e+02	3.360e+00
1.936e+02	3.405e+00
1.941e+02	3.451e+00
1.954e+02	3.495e+00
1.956e+02	3.541e+00
1.964e+02	3.587e+00
1.970e+02	3.632e+00
1.972e+02	3.677e+00
1.980e+02	3.722e+00
1.988e+02	3.768e+00
1.995e+02	3.813e+00
2.007e+02	3.857e+00
2.011e+02	3.903e+00
2.020e+02	3.949e+00
2.025e+02	3.995e+00
2.029e+02	4.040e+00
2.034e+02	4.085e+00
2.046e+02	4.132e+00
2.053e+02	4.179e+00
2.055e+02	4.224e+00
2.064e+02	4.269e+00
2.075e+02	4.314e+00
2.079e+02	4.359e+00
2.082e+02	4.404e+00
2.089e+02	4.449e+00
2.097e+02	4.494e+00
2.101e+02	4.500e+00
2.135e+02	4.500e+00
2.129e+02	4.426e+00
2.129e+02	4.352e+00
2.123e+02	4.279e+00
2.124e+02	4.205e+00
2.121e+02	4.132e+00
2.118e+02	4.059e+00
2.118e+02	3.986e+00
2.112e+02	3.913e+00
2.110e+02	3.840e+00
2.108e+02	3.767e+00
2.110e+02	3.694e+00
2.104e+02	3.619e+00
2.104e+02	3.545e+00
2.096e+02	3.472e+00
2.096e+02	3.399e+00
2.093e+02	3.326e+00
2.096e+02	3.253e+00
2.094e+02	3.180e+00
2.088e+02	3.107e+00
2.086e+02	3.034e+00
2.084e+02	2.960e+00
2.078e+02	2.885e+00
2.076e+02	2.811e+00
2.073e+02	2.738e+00
2.070e+02	2.664e+00
2.069e+02	2.591e+00
2.065e+02	2.518e+00
2.063e+02	2.446e+00
2.061e+02	2.373e+00
2.052e+02	2.300e+00
2.053e+02	2.227e+00
2.050e+02	2.153e+00
2.046e+02	2.080e+00
2.042e+02	2.008e+00
2.043e+02	1.934e+00
2.036e+02	1.861e+00
2.037e+02	1.787e+00
2.033e+02	1.714e+00
2.030e+02	1.640e+00
2.028e+02	1.567e+00
2.021e+02	1.494e+00
2.018e+02	1.421e+00
2.016e+02	1.348e+00
2.014e+02	1.275e+00
2.008e+02	1.202e+00
2.003e+02	1.130e+00
1.999e+02	1.056e+00
1.994e+02	9.835e-01
1.991e+02	9.110e-01
1.987e+02	8.379e-01
1.980e+02	7.647e-01
1.976e+02	6.919e-01
1.978e+02	6.169e-01
1.969e+02	5.437e-01
1.962e+02	4.708e-01
1.956e+02	4.492e-01
1.906e+02	4.492e-01
1.901e+02	3.762e-01
1.893e+02	3.030e-01
1.887e+02	2.288e-01
1.882e+02	1.554e-01
1.866e+02	8.020e-02
1.848e+02	7.794e-03
1.824e+02	0.000e+00
