# Depth(nm)	Force(mN)
2.970e+00	9.980e-03
4.769e+00	4.433e-02
7.784e+00	7.939e-02
1.237e+01	1.144e-01
1.995e+01	1.499e-01
2.629e+01	1.849e-01
2.971e+01	2.200e-01
3.316e+01	2.548e-01
3.827e+01	2.897e-01
4.269e+01	3.248e-01
4.540e+01	3.598e-01
4.854e+01	3.947e-01
5.082e+01	4.296e-01
5.380e+01	4.656e-01
5.733e+01	5.013e-01
6.159e+01	5.371e-01
6.429e+01	5.714e-01
6.640e+01	6.062e-01
7.039e+01	6.416e-01
7.241e+01	6.766e-01
7.663e+01	7.122e-01
7.934e+01	7.468e-01
8.074e+01	7.819e-01
8.256e+01	8.164e-01
8.442e+01	8.515e-01
8.828e+01	8.867e-01
9.152e+01	9.211e-01
9.313e+01	9.561e-01
9.478e+01	9.908e-01
9.761e+01	1.026e+00
1.001e+02	1.062e+00
1.022e+02	1.097e+00
1.035e+02	1.132e+00
1.064e+02	1.167e+00
1.089e+02	1.201e+00
1.114e+02	1.237e+00
1.119e+02	1.272e+00
1.130e+02	1.307e+00
1.160e+02	1.342e+00
1.179e+02	1.377e+00
1.208e+02	1.411e+00
1.225e+02	1.447e+00
1.243e+02	1.482e+00
1.264e+02	1.518e+00
1.290e+02	1.553e+00
1.306e+02	1.588e+00
1.331e+02	1.623e+00
1.345e+02	1.659e+00
1.360e+02	1.694e+00
1.378e+02	1.730e+00
1.385e+02	1.764e+00
1.417e+02	1.801e+00
1.430e+02	1.836e+00
1.444e+02	1.871e+00
1.474e+02	1.907e+00
1.501e+02	1.941e+00
1.532e+02	1.977e+00
1.553e+02	2.012e+00
1.558e+02	2.047e+00
1.582e+02	2.082e+00
1.600e+02	2.117e+00
1.624e+02	2.152e+00
1.637e+02	2.186e+00
1.649e+02	2.222e+00
1.660e+02	2.257e+00
1.678e+02	2.292e+00
1.699e+02	2.327e+00
1.718e+02	2.362e+00
1.730e+02	2.397e+00
1.746e+02	2.432e+00
1.751e+02	2.467e+00
1.776e+02	2.502e+00
1.788e+02	2.537e+00
1.804e+02	2.572e+00
1.816e+02	2.608e+00
1.833e+02	2.642e+00
1.845e+02	2.677e+00
1.866e+02	2.712e+00
1.878e+02	2.747e+00
1.901e+02	2.783e+00
1.922e+02	2.818e+00
1.937e+02	2.853e+00
1.938e+02	2.888e+00
1.948e+02	2.923e+00
1.956e+02	2.958e+00
1.970e+02	2.993e+00
1.981e+02	3.029e+00
1.990e+02	3.063e+00
2.008e+02	3.099e+00
2.024e+02	3.133e+00
2.043e+02	3.168e+00
2.063e+02	3.203e+00
2.077e+02	3.238e+00
2.081e+02	3.273e+00
2.090e+02	3.308e+00
2.110e+02	3.343e+00
2.133e+02	3.378e+00
2.158e+02	3.413e+00
2.171e+02	3.448e+00
2.180e+02	3.483e+00
2.188e+02	3.519e+00
2.194e+02	3.554e+00
2.196e+02	3.588e+00
2.206e+02	3.624e+00
2.218e+02	3.658e+00
2.222e+02	3.693e+00
2.238e+02	3.728e+00
2.255e+02	3.764e+00
2.259e+02	3.798e+00
2.273e+02	3.833e+00
2.279e+02	3.868e+00
2.295e+02	3.903e+00
2.300e+02	3.938e+00
2.313e+02	3.973e+00
2.325e+02	4.009e+00
2.348e+02	4.044e+00
2.365e+02	4.079e+00
2.378e+02	4.114e+00
2.391e+02	4.150e+00
2.396e+02	4.185e+00
2.410e+02	4.220e+00
2.424e+02	4.257e+00
2.439e+02	4.292e+00
2.460e+02	4.327e+00
2.469e+02	4.361e+00
2.480e+02	4.397e+00
2.487e+02	4.432e+00
2.490e+02	4.467e+00
2.496e+02	4.503e+00
2.513e+02	4.538e+00
2.531e+02	4.573e+00
2.544e+02	4.608e+00
2.563e+02	4.643e+00
2.582e+02	4.678e+00
2.593e+02	4.713e+00
2.605e+02	4.749e+00
2.618e+02	4.784e+00
2.632e+02	4.820e+00
2.635e+02	4.855e+00
2.645e+02	4.890e+00
2.653e+02	4.926e+00
2.664e+02	4.962e+00
2.672e+02	4.997e+00
2.680e+02	5.032e+00
2.693e+02	5.068e+00
2.699e+02	5.102e+00
2.706e+02	5.138e+00
2.722e+02	5.174e+00
2.737e+02	5.208e+00
2.746e+02	5.243e+00
2.758e+02	5.278e+00
2.776e+02	5.314e+00
2.784e+02	5.348e+00
2.796e+02	5.384e+00
2.807e+02	5.419e+00
2.812e+02	5.453e+00
2.821e+02	5.488e+00
2.829e+02	5.524e+00
2.834e+02	5.559e+00
2.851e+02	5.594e+00
2.865e+02	5.630e+00
2.877e+02	5.666e+00
2.882e+02	5.701e+00
2.894e+02	5.736e+00
2.898e+02	5.772e+00
2.902e+02	5.808e+00
2.914e+02	5.842e+00
2.927e+02	5.877e+00
2.932e+02	5.913e+00
2.937e+02	5.948e+00
2.948e+02	5.982e+00
2.955e+02	6.018e+00
2.963e+02	6.053e+00
2.974e+02	6.089e+00
2.985e+02	6.124e+00
2.990e+02	6.160e+00
3.002e+02	6.195e+00
3.008e+02	6.230e+00
3.018e+02	6.265e+00
3.027e+02	6.301e+00
3.032e+02	6.335e+00
3.042e+02	6.371e+00
3.049e+02	6.407e+00
3.060e+02	6.442e+00
3.066e+02	6.477e+00
3.068e+02	6.513e+00
3.081e+02	6.548e+00
3.092e+02	6.583e+00
3.096e+02	6.619e+00
3.101e+02	6.654e+00
3.109e+02	6.688e+00
3.118e+02	6.724e+00
3.126e+02	6.760e+00
3.135e+02	6.796e+00
3.140e+02	6.831e+00
3.144e+02	6.866e+00
3.154e+02	6.901e+00
3.159e+02	6.937e+00
3.171e+02	6.973e+00
3.176e+02	7.000e+00
3.216e+02	7.000e+00
3.215e+02	6.929e+00
3.217e+02	6.860e+00
3.213e+02	6.789e+00
3.209e+02	6.720e+00
3.215e+02	6.651e+00
3.207e+02	6.583e+00
3.208e+02	6.513e+00
3.199e+02	6.445e+00
3.199e+02	6.378e+00
3.204e+02	6.311e+00
3.200e+02	6.244e+00
3.200e+02	6.175e+00
