# Depth(nm)	Force(mN)
2.387e+00	7.267e-03
5.187e+00	4.271e-02
9.903e+00	7.779e-02
1.496e+01	1.136e-01
1.897e+01	1.505e-01
2.400e+01	1.859e-01
2.820e+01	2.212e-01
3.201e+01	2.559e-01
3.602e+01	2.906e-01
3.894e+01	3.260e-01
4.236e+01	3.609e-01
4.584e+01	3.963e-01
4.934e+01	4.310e-01
5.301e+01	4.677e-01
5.640e+01	5.026e-01
6.066e+01	5.392e-01
6.399e+01	5.743e-01
6.803e+01	6.097e-01
7.417e+01	6.443e-01
8.025e+01	6.820e-01
8.595e+01	7.169e-01
8.832e+01	7.521e-01
8.919e+01	7.872e-01
8.967e+01	8.217e-01
9.092e+01	8.566e-01
9.334e+01	8.914e-01
9.568e+01	9.272e-01
9.674e+01	9.625e-01
9.813e+01	9.974e-01
9.977e+01	1.032e+00
1.011e+02	1.068e+00
1.022e+02	1.103e+00
1.050e+02	1.139e+00
1.071e+02	1.174e+00
1.100e+02	1.209e+00
1.111e+02	1.244e+00
1.131e+02	1.280e+00
1.143e+02	1.315e+00
1.159e+02	1.350e+00
1.178e+02	1.385e+00
1.193e+02	1.421e+00
1.238e+02	1.456e+00
1.263e+02	1.491e+00
1.278e+02	1.526e+00
1.288e+02	1.561e+00
1.310e+02	1.596e+00
1.327e+02	1.631e+00
1.337e+02	1.666e+00
1.348e+02	1.701e+00
1.358e+02	1.736e+00
1.374e+02	1.771e+00
1.396e+02	1.806e+00
1.424e+02	1.842e+00
1.449e+02	1.876e+00
1.468e+02	1.912e+00
1.496e+02	1.946e+00
1.528e+02	1.981e+00
1.541e+02	2.016e+00
1.568e+02	2.051e+00
1.589e+02	2.086e+00
1.593e+02	2.121e+00
1.621e+02	2.156e+00
1.644e+02	2.191e+00
1.651e+02	2.226e+00
1.661e+02	2.261e+00
1.671e+02	2.296e+00
1.680e+02	2.333e+00
1.701e+02	2.368e+00
1.716e+02	2.403e+00
1.721e+02	2.438e+00
1.737e+02	2.473e+00
1.749e+02	2.509e+00
1.759e+02	2.544e+00
1.785e+02	2.579e+00
1.810e+02	2.614e+00
1.821e+02	2.649e+00
1.836e+02	2.684e+00
1.849e+02	2.719e+00
1.865e+02	2.755e+00
1.874e+02	2.790e+00
1.885e+02	2.825e+00
1.902e+02	2.861e+00
1.919e+02	2.896e+00
1.926e+02	2.930e+00
1.942e+02	2.966e+00
1.953e+02	3.001e+00
1.963e+02	3.036e+00
1.986e+02	3.071e+00
2.024e+02	3.107e+00
2.050e+02	3.141e+00
2.066e+02	3.176e+00
2.074e+02	3.212e+00
2.083e+02	3.247e+00
2.089e+02	3.282e+00
2.095e+02	3.316e+00
2.107e+02	3.352e+00
2.125e+02	3.386e+00
2.136e+02	3.421e+00
2.148e+02	3.456e+00
2.166e+02	3.492e+00
2.172e+02	3.527e+00
2.182e+02	3.561e+00
2.190e+02	3.597e+00
2.195e+02	3.632e+00
2.203e+02	3.666e+00
2.218e+02	3.702e+00
2.223e+02	3.737e+00
2.234e+02	3.772e+00
2.246e+02	3.807e+00
2.255e+02	3.842e+00
2.267e+02	3.877e+00
2.278e+02	3.912e+00
2.292e+02	3.947e+00
2.303e+02	3.982e+00
2.318e+02	4.018e+00
2.337e+02	4.053e+00
2.348e+02	4.089e+00
2.360e+02	4.125e+00
2.362e+02	4.161e+00
2.385e+02	4.196e+00
2.390e+02	4.231e+00
2.404e+02	4.266e+00
2.417e+02	4.302e+00
2.426e+02	4.337e+00
2.447e+02	4.372e+00
2.460e+02	4.408e+00
2.470e+02	4.444e+00
2.480e+02	4.480e+00
2.491e+02	4.515e+00
2.501e+02	4.550e+00
2.513e+02	4.586e+00
2.528e+02	4.621e+00
2.544e+02	4.656e+00
2.551e+02	4.692e+00
2.562e+02	4.727e+00
2.571e+02	4.762e+00
2.578e+02	4.797e+00
2.597e+02	4.832e+00
2.613e+02	4.868e+00
2.627e+02	4.903e+00
2.638e+02	4.939e+00
2.645e+02	4.974e+00
2.656e+02	5.008e+00
2.662e+02	5.044e+00
2.666e+02	5.079e+00
2.677e+02	5.113e+00
2.685e+02	5.149e+00
2.688e+02	5.185e+00
2.705e+02	5.219e+00
2.721e+02	5.255e+00
2.736e+02	5.289e+00
2.744e+02	5.325e+00
2.748e+02	5.359e+00
2.757e+02	5.395e+00
2.768e+02	5.430e+00
2.777e+02	5.465e+00
2.790e+02	5.500e+00
2.794e+02	5.536e+00
2.810e+02	5.571e+00
2.824e+02	5.607e+00
2.828e+02	5.641e+00
2.836e+02	5.677e+00
2.843e+02	5.712e+00
2.849e+02	5.747e+00
2.857e+02	5.782e+00
2.870e+02	5.818e+00
2.880e+02	5.854e+00
2.890e+02	5.889e+00
2.901e+02	5.924e+00
2.910e+02	5.960e+00
2.920e+02	5.995e+00
2.932e+02	6.030e+00
2.937e+02	6.066e+00
2.942e+02	6.101e+00
2.954e+02	6.136e+00
2.963e+02	6.172e+00
2.978e+02	6.208e+00
2.985e+02	6.243e+00
2.994e+02	6.278e+00
3.007e+02	6.313e+00
3.012e+02	6.349e+00
3.018e+02	6.384e+00
3.028e+02	6.419e+00
3.035e+02	6.455e+00
3.042e+02	6.490e+00
3.049e+02	6.526e+00
3.060e+02	6.561e+00
3.065e+02	6.596e+00
3.078e+02	6.631e+00
3.081e+02	6.666e+00
3.088e+02	6.702e+00
3.092e+02	6.737e+00
3.104e+02	6.772e+00
3.109e+02	6.808e+00
3.113e+02	6.844e+00
3.118e+02	6.880e+00
3.128e+02	6.915e+00
3.131e+02	6.950e+00
3.136e+02	6.987e+00
3.141e+02	7.000e+00
3.173e+02	7.000e+00
3.172e+02	6.930e+00
3.173e+02	6.862e+00
3.174e+02	6.794e+00
3.168e+02	6.725e+00
3.171e+02	6.657e+00
3.170e+02	6.587e+00
3.167e+02	6.518e+00
3.162e+02	6.450e+00
3.163e+02	6.382e+00
3.160e+02	6.313e+00
3.160e+02	6.244e+00
3.156e+02	6.176e+00
3.148e+02	6.107e+00
3.152e+02	6.039e+00
3.150e+02	5.970e+00
3.148e+02	5.902e+00
3.145e+02	5.834e+00
3.145e+02	5.766e+00
3.140e+02	5.698e+00
3.140e+02	5.630e+00
3.137e+02	5.562e+00
3.136e+02	5.493e+00
3.136e+02	5.426e+00
3.135e+02	5.357e+00
3.130e+02	5.289e+00
3.131e+02	5.220e+00
3.128e+02	5.152e+00
3.126e+02	5.084e+00
3.123e+02	5.016e+00
3.120e+02	4.948e+00
3.121e+02	4.880e+00
3.116e+02	4.810e+00
3.119e+02	4.742e+00
3.113e+02	4.673e+00
3.113e+02	4.605e+00
3.107e+02	4.536e+00
3.106e+02	4.468e+00
3.105e+02	4.400e+00
3.103e+02	4.330e+00
3.102e+02	4.262e+00
3.100e+02	4.193e+00
3.100e+02	4.125e+00
3.098e+02	4.057e+00
3.095e+02	3.989e+00
3.090e+02	3.920e+00
3.090e+02	3.851e+00
3.087e+02	3.783e+00
3.083e+02	3.714e+00
3.080e+02	3.646e+00
3.082e+02	3.577e+00
3.080e+02	3.509e+00
3.076e+02	3.440e+00
3.070e+02	3.372e+00
3.070e+02	3.304e+00
3.070e+02	3.236e+00
3.067e+02	3.168e+00
3.059e+02	3.098e+00
3.060e+02	3.030e+00
3.058e+02	2.959e+00
3.058e+02	2.891e+00
3.054e+02	2.822e+00
3.053e+02	2.753e+00
3.048e+02	2.684e+00
3.049e+02	2.617e+00
3.044e+02	2.548e+00
3.042e+02	2.480e+00
3.037e+02	2.412e+00
3.036e+02	2.343e+00
3.033e+02	2.275e+00
3.029e+02	2.206e+00
3.027e+02	2.139e+00
3.027e+02	2.069e+00
3.021e+02	2.001e+00
3.021e+02	1.932e+00
3.016e+02	1.864e+00
3.019e+02	1.796e+00
3.014e+02	1.727e+00
3.003e+02	1.659e+00
3.002e+02	1.591e+00
