# Depth(nm)	Force(mN)
3.064e+00	9.189e-03
4.457e+00	2.924e-02
7.446e+00	4.998e-02
1.075e+01	7.038e-02
1.392e+01	9.038e-02
1.730e+01	1.103e-01
2.010e+01	1.313e-01
2.247e+01	1.511e-01
2.607e+01	1.709e-01
2.894e+01	1.908e-01
3.093e+01	2.111e-01
3.380e+01	2.310e-01
3.646e+01	2.508e-01
3.801e+01	2.708e-01
3.976e+01	2.908e-01
4.153e+01	3.112e-01
4.418e+01	3.311e-01
4.570e+01	3.513e-01
4.706e+01	3.712e-01
4.865e+01	3.910e-01
5.157e+01	4.107e-01
5.418e+01	4.312e-01
5.519e+01	4.510e-01
5.748e+01	4.708e-01
6.052e+01	4.908e-01
6.207e+01	5.108e-01
6.330e+01	5.313e-01
6.376e+01	5.512e-01
6.506e+01	5.710e-01
6.784e+01	5.907e-01
7.001e+01	6.108e-01
7.182e+01	6.310e-01
7.230e+01	6.515e-01
7.445e+01	6.715e-01
7.819e+01	6.916e-01
8.072e+01	7.123e-01
8.148e+01	7.321e-01
8.194e+01	7.520e-01
8.479e+01	7.720e-01
8.779e+01	7.919e-01
8.858e+01	8.122e-01
8.900e+01	8.320e-01
8.952e+01	8.520e-01
9.131e+01	8.724e-01
9.254e+01	8.924e-01
9.517e+01	9.129e-01
9.844e+01	9.331e-01
9.903e+01	9.533e-01
9.965e+01	9.731e-01
1.012e+02	9.937e-01
1.019e+02	1.013e+00
1.030e+02	1.034e+00
1.041e+02	1.054e+00
1.042e+02	1.074e+00
1.049e+02	1.094e+00
1.058e+02	1.114e+00
1.062e+02	1.134e+00
1.077e+02	1.154e+00
1.095e+02	1.174e+00
1.121e+02	1.194e+00
1.140e+02	1.214e+00
1.144e+02	1.235e+00
1.148e+02	1.254e+00
1.145e+02	1.274e+00
1.158e+02	1.294e+00
1.180e+02	1.315e+00
1.188e+02	1.335e+00
1.193e+02	1.355e+00
1.204e+02	1.375e+00
1.213e+02	1.395e+00
1.218e+02	1.415e+00
1.226e+02	1.434e+00
1.233e+02	1.454e+00
1.259e+02	1.474e+00
1.267e+02	1.494e+00
1.280e+02	1.514e+00
1.282e+02	1.534e+00
1.289e+02	1.554e+00
1.297e+02	1.574e+00
1.320e+02	1.594e+00
1.325e+02	1.614e+00
1.349e+02	1.634e+00
1.363e+02	1.654e+00
1.369e+02	1.674e+00
1.374e+02	1.694e+00
1.387e+02	1.714e+00
1.400e+02	1.734e+00
1.419e+02	1.754e+00
1.439e+02	1.774e+00
1.438e+02	1.794e+00
1.443e+02	1.814e+00
1.451e+02	1.834e+00
1.461e+02	1.854e+00
1.466e+02	1.874e+00
1.484e+02	1.894e+00
1.504e+02	1.914e+00
1.507e+02	1.934e+00
1.507e+02	1.954e+00
1.513e+02	1.974e+00
1.517e+02	1.994e+00
1.527e+02	2.000e+00
1.580e+02	2.000e+00
1.579e+02	1.967e+00
1.579e+02	1.935e+00
1.573e+02	1.902e+00
1.574e+02	1.870e+00
1.569e+02	1.838e+00
1.566e+02	1.801e+00
1.568e+02	1.768e+00
1.566e+02	1.736e+00
1.564e+02	1.703e+00
1.564e+02	1.671e+00
1.561e+02	1.638e+00
1.562e+02	1.606e+00
1.555e+02	1.573e+00
1.557e+02	1.541e+00
1.555e+02	1.508e+00
1.554e+02	1.475e+00
1.554e+02	1.443e+00
1.548e+02	1.410e+00
1.547e+02	1.378e+00
1.546e+02	1.346e+00
1.544e+02	1.313e+00
1.539e+02	1.280e+00
1.539e+02	1.247e+00
1.536e+02	1.215e+00
1.536e+02	1.182e+00
1.533e+02	1.149e+00
1.529e+02	1.117e+00
1.528e+02	1.085e+00
1.527e+02	1.052e+00
1.527e+02	1.020e+00
1.522e+02	9.874e-01
1.520e+02	9.548e-01
1.515e+02	9.221e-01
1.512e+02	8.898e-01
1.512e+02	8.574e-01
1.511e+02	8.248e-01
1.509e+02	7.924e-01
1.507e+02	7.593e-01
1.506e+02	7.270e-01
1.502e+02	6.944e-01
1.499e+02	6.619e-01
1.503e+02	6.296e-01
1.497e+02	5.972e-01
1.494e+02	5.648e-01
1.487e+02	5.323e-01
1.486e+02	4.998e-01
1.480e+02	4.669e-01
1.477e+02	4.345e-01
1.476e+02	4.018e-01
1.474e+02	3.689e-01
1.469e+02	3.365e-01
1.462e+02	3.045e-01
1.465e+02	2.722e-01
1.460e+02	2.398e-01
1.453e+02	2.075e-01
1.451e+02	1.991e-01
1.430e+02	1.991e-01
1.424e+02	1.668e-01
1.417e+02	1.339e-01
1.420e+02	1.016e-01
1.413e+02	6.873e-02
1.410e+02	3.623e-02
1.382e+02	4.101e-03
1.352e+02	0.000e+00
